Date,GDP Growth
2019-01-01,13.957013662955585
2019-04-01,14.355914817369353
2019-07-01,14.950436516571353
2019-10-01,14.897488283930027
2020-01-01,12.69482539598894
2020-04-01,2.5557391017469566
2020-07-01,10.115253982524886
2020-10-01,10.139592140334974
2021-01-01,11.453053249781231
2021-04-01,13.546285023715177
2021-07-01,15.016594763237956
2021-10-01,18.449161188375474
2022-01-01,19.439033517118574
2022-04-01,20.599428786082118
2022-07-01,20.973449994937198
2022-10-01,21.889447407555384
2023-01-01,25.022035279735878
2023-04-01,37.71358691584696
2023-07-01,28.97521834784589
2023-10-01,28.22178511377642
2024-01-01,26.33769042247063
2024-04-01,24.16828530924122
2024-07-01,22.794603509381805
